Tracking ID,Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail,Phase 3 status,Phase 3 evidence,Current source references
CONF-119,main-collection-simple,--qcm-vendor-color,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcm-vendor-color is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Simple card selectors now match the Simple section root; price self-reference removed.,"sections/main-collection-simple.liquid:130: --qcm-vendor-color: {{ s.vendor_color }};
snippets/collection-simple-product-card.liquid:174: color: var(--qcm-vendor-color, inherit);"
CONF-120,main-collection-simple,--qcm-vendor-size-set,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qcm-vendor-size-set is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Simple card selectors now match the Simple section root; price self-reference removed.,"sections/main-collection-simple.liquid:134: --qcm-vendor-size-set: {{ s.vendor_font_size }}px;
snippets/collection-simple-product-card.liquid:175: font-size: var(--qcm-vendor-size-set, 12px);"
CONF-121,product-faq,content_bg,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-content-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:126: background: var(--q-pfaq-content-bg, transparent);
sections/product-faq.liquid:662: --q-pfaq-content-bg: {{ s.content_bg }};
sections/product-faq.liquid:829: { ""type"": ""color"", ""id"": ""content_bg"", ""label"": ""Content background"", ""default"": ""#ffffff"" },"
CONF-122,product-faq,content_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-content-color is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:127: color: var(--q-pfaq-content-color, inherit);
sections/product-faq.liquid:663: --q-pfaq-content-color: {{ s.content_color }};
sections/product-faq.liquid:830: { ""type"": ""color"", ""id"": ""content_color"", ""label"": ""Content text color"", ""default"": ""#333333"" },"
CONF-123,product-faq,content_line_height,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-content-line is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:129: line-height: var(--q-pfaq-content-line, 1.5);
sections/product-faq.liquid:665: --q-pfaq-content-line: {{ s.content_line_height }};
sections/product-faq.liquid:832: { ""type"": ""range"", ""id"": ""content_line_height"", ""label"": ""Content line height (x10)"", ""min"": 12, ""max"": 22, ""step"": 1, ""default"": 16 },"
CONF-124,product-faq,content_size,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-content-size is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:128: font-size: var(--q-pfaq-content-size, inherit);
sections/product-faq.liquid:664: --q-pfaq-content-size: {{ s.content_size }}px;
sections/product-faq.liquid:831: { ""type"": ""range"", ""id"": ""content_size"", ""label"": ""Content font size (px)"", ""min"": 12, ""max"": 22, ""step"": 1, ""default"": 16 },"
CONF-125,product-faq,inline_media_max_width,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-inline-max is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:134: max-width: min(100%, var(--q-pfaq-inline-max, 100%));
sections/product-faq.liquid:668: --q-pfaq-inline-max: {{ s.inline_media_max_width }}px;
sections/product-faq.liquid:791: { ""type"": ""range"", ""id"": ""inline_media_max_width"", ""label"": ""Inline media max width (px)"", ""min"": 240, ""max"": 760, ""step"": 10, ""default"": 520 },"
CONF-126,product-faq,media_radius,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-media-radius is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:148: border-radius: var(--q-pfaq-media-radius, 12px);
assets/section-product-faq.css:185: border-radius: var(--q-pfaq-media-radius, 12px);
sections/product-faq.liquid:667: --q-pfaq-media-radius: {{ s.media_radius }}px;
sections/product-faq.liquid:788: { ""type"": ""range"", ""id"": ""media_radius"", ""label"": ""Media corner radius (px)"", ""min"": 0, ""max"": 40, ""step"": 1, ""default"": 12 },
snippets/product-faq-media.liquid:18: assign radius = s.media_radius | default: 12"
CONF-127,product-faq,section_bg,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:4: background: var(--q-pfaq-bg, transparent);
sections/product-faq.liquid:652: --q-pfaq-bg: {{ s.section_bg }};
sections/product-faq.liquid:795: { ""type"": ""color"", ""id"": ""section_bg"", ""label"": ""Section background"", ""default"": ""#ffffff"" },"
CONF-128,product-faq,stage_media_max_height,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-stage-max is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:201: .q-pfaq__stage .q-pfaqMedia__frame { max-height: var(--q-pfaq-stage-max, none); }
assets/section-product-faq.css:202: .q-pfaq__stage :is(img, video, iframe, model-viewer) { max-height: var(--q-pfaq-stage-max, none); }
sections/product-faq.liquid:669: --q-pfaq-stage-max: {{ s.stage_media_max_height }}px;
sections/product-faq.liquid:792: { ""type"": ""range"", ""id"": ""stage_media_max_height"", ""label"": ""Stage media max height (px)"", ""min"": 240, ""max"": 900, ""step"": 10, ""default"": 560 },"
CONF-129,product-faq,tab_bg,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-tab-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:78: background: var(--q-pfaq-tab-bg, transparent);
sections/product-faq.liquid:657: --q-pfaq-tab-bg: {{ s.tab_bg }};
sections/product-faq.liquid:813: { ""type"": ""color"", ""id"": ""tab_bg"", ""label"": ""Question tab background"", ""default"": ""#f5f5f5"" },"
CONF-130,product-faq,tab_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-tab-color is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:69: color: var(--q-pfaq-tab-color, inherit);
sections/product-faq.liquid:658: --q-pfaq-tab-color: {{ s.tab_color }};
sections/product-faq.liquid:814: { ""type"": ""color"", ""id"": ""tab_color"", ""label"": ""Question tab text color"", ""default"": ""#111111"" },"
CONF-131,product-faq,tab_size,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-tab-size is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:70: font-size: var(--q-pfaq-tab-size, inherit);
sections/product-faq.liquid:659: --q-pfaq-tab-size: {{ s.tab_size }}px;
sections/product-faq.liquid:815: { ""type"": ""range"", ""id"": ""tab_size"", ""label"": ""Question font size (px)"", ""min"": 12, ""max"": 26, ""step"": 1, ""default"": 16 },"
CONF-132,product-faq,tab_weight,placement,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-tab-weight is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:71: font-weight: var(--q-pfaq-tab-weight, 600);
sections/product-faq.liquid:660: --q-pfaq-tab-weight: {{ s.tab_weight }};
sections/product-faq.liquid:818: ""id"": ""tab_weight"","
CONF-133,product-faq,title_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-title-color is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:17: color: var(--q-pfaq-title-color, inherit);
sections/product-faq.liquid:653: --q-pfaq-title-color: {{ s.title_color }};
sections/product-faq.liquid:797: { ""type"": ""color"", ""id"": ""title_color"", ""label"": ""Title color"", ""default"": ""#111111"" },"
CONF-134,product-faq,title_size,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-title-size is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:18: font-size: var(--q-pfaq-title-size, inherit);
sections/product-faq.liquid:654: --q-pfaq-title-size: {{ s.title_size }}px;
sections/product-faq.liquid:798: { ""type"": ""range"", ""id"": ""title_size"", ""label"": ""Title font size (px)"", ""min"": 16, ""max"": 56, ""step"": 1, ""default"": 32 },"
CONF-135,product-faq,title_weight,placement,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-pfaq-title-weight is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,All 15 declarations now have scoped consumers in assets/section-product-faq.css.,"assets/section-product-faq.css:19: font-weight: var(--q-pfaq-title-weight, 700);
sections/product-faq.liquid:655: --q-pfaq-title-weight: {{ s.title_weight }};
sections/product-faq.liquid:801: ""id"": ""title_weight"","
CONF-136,special-offers-banner,--q-muted,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-muted is declared and read by no CSS rule,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.",sections/special-offers-banner.liquid:113: --q-muted: {{ settings.text_muted | default: '#9aa0a6' }};
CONF-137,special-offers-banner,--q-text,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-text is declared and read by no CSS rule,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.",sections/special-offers-banner.liquid:112: --q-text: {{ settings.text_base | default: '#111111' }};
CONF-138,basic-content-helper-grid-builder,btn_bg_filled,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:95: --q-btn-bg-filled: {{ s.btn_bg_filled }};
sections/basic-content-helper-grid-builder.liquid:99: --q-btn-bg-filled-hover: {{ s.btn_bg_filled_hover }};
sections/basic-content-helper-grid-builder.liquid:513: background: var(--q-btn-bg-filled);
sections/basic-content-helper-grid-builder.liquid:523: background: var(--q-btn-bg-filled-hover);
sections/basic-content-helper-grid-builder.liquid:697: { ""type"": ""color"", ""id"": ""btn_bg_filled"", ""default"": ""#111111"", ""label"": ""Filled background"" },
sections/basic-content-helper-grid-builder.liquid:700: { ""type"": ""color"", ""id"": ""btn_bg_filled_hover"", ""default"": ""#0a0a0a"", ""label"": ""Filled background (hover)"" },"
CONF-139,basic-content-helper-grid-builder,btn_bg_outline,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:103: --q-btn-bg-outline: {{ s.btn_bg_outline }};
sections/basic-content-helper-grid-builder.liquid:107: --q-btn-bg-outline-hover: {{ s.btn_bg_outline_hover }};
sections/basic-content-helper-grid-builder.liquid:534: background: var(--q-btn-bg-outline);
sections/basic-content-helper-grid-builder.liquid:544: background: var(--q-btn-bg-outline-hover);
sections/basic-content-helper-grid-builder.liquid:705: { ""type"": ""color"", ""id"": ""btn_bg_outline"", ""default"": ""transparent"", ""label"": ""Outline background"" },
sections/basic-content-helper-grid-builder.liquid:708: { ""type"": ""color"", ""id"": ""btn_bg_outline_hover"", ""default"": ""#111111"", ""label"": ""Outline background (hover)"" },"
CONF-140,basic-content-helper-grid-builder,btn_border_filled,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:97: --q-btn-border-filled: {{ s.btn_border_filled }};
sections/basic-content-helper-grid-builder.liquid:101: --q-btn-border-filled-hover: {{ s.btn_border_filled_hover }};
sections/basic-content-helper-grid-builder.liquid:515: border-color: var(--q-btn-border-filled);
sections/basic-content-helper-grid-builder.liquid:525: border-color: var(--q-btn-border-filled-hover);
sections/basic-content-helper-grid-builder.liquid:699: { ""type"": ""color"", ""id"": ""btn_border_filled"", ""default"": ""#111111"", ""label"": ""Filled border"" },
sections/basic-content-helper-grid-builder.liquid:702: { ""type"": ""color"", ""id"": ""btn_border_filled_hover"", ""default"": ""#0a0a0a"", ""label"": ""Filled border (hover)"" },"
CONF-141,basic-content-helper-grid-builder,btn_border_outline,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:105: --q-btn-border-outline: {{ s.btn_border_outline }};
sections/basic-content-helper-grid-builder.liquid:109: --q-btn-border-outline-hover: {{ s.btn_border_outline_hover }};
sections/basic-content-helper-grid-builder.liquid:536: border-color: var(--q-btn-border-outline);
sections/basic-content-helper-grid-builder.liquid:546: border-color: var(--q-btn-border-outline-hover);
sections/basic-content-helper-grid-builder.liquid:707: { ""type"": ""color"", ""id"": ""btn_border_outline"", ""default"": ""rgba(17,17,17,0.22)"", ""label"": ""Outline border"" },
sections/basic-content-helper-grid-builder.liquid:710: { ""type"": ""color"", ""id"": ""btn_border_outline_hover"", ""default"": ""#111111"", ""label"": ""Outline border (hover)"" },"
CONF-142,basic-content-helper-grid-builder,btn_border_width,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:86: --q-btn-border-width: {{ s.btn_border_width }}px;
sections/basic-content-helper-grid-builder.liquid:481: border: var(--q-btn-border-width) solid transparent;
sections/basic-content-helper-grid-builder.liquid:688: { ""type"": ""range"", ""id"": ""btn_border_width"", ""min"": 0, ""max"": 4, ""step"": 1, ""default"": 1, ""label"": ""Button border width (px)"" },"
CONF-143,basic-content-helper-grid-builder,btn_font_size,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:84: --q-btn-font-size: {{ s.btn_font_size }}px;
sections/basic-content-helper-grid-builder.liquid:476: font-size: var(--q-btn-font-size);
sections/basic-content-helper-grid-builder.liquid:686: { ""type"": ""range"", ""id"": ""btn_font_size"", ""min"": 12, ""max"": 20, ""step"": 1, ""default"": 15, ""label"": ""Button font size (px)"" },"
CONF-144,basic-content-helper-grid-builder,btn_font_weight,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:85: --q-btn-font-weight: {{ s.btn_font_weight }};
sections/basic-content-helper-grid-builder.liquid:477: font-weight: var(--q-btn-font-weight);
sections/basic-content-helper-grid-builder.liquid:687: { ""type"": ""range"", ""id"": ""btn_font_weight"", ""min"": 300, ""max"": 900, ""step"": 100, ""default"": 700, ""label"": ""Button font weight"" },"
CONF-145,basic-content-helper-grid-builder,btn_letter_spacing,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:92: --q-btn-letter-spacing: {{ s.btn_letter_spacing | divided_by: 100.0 }}em;
sections/basic-content-helper-grid-builder.liquid:478: letter-spacing: var(--q-btn-letter-spacing);
sections/basic-content-helper-grid-builder.liquid:693: { ""type"": ""range"", ""id"": ""btn_letter_spacing"", ""min"": -2, ""max"": 4, ""step"": 1, ""default"": 0, ""label"": ""Letter spacing (em x 0.01)"" },"
CONF-146,basic-content-helper-grid-builder,btn_pad_x,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:83: --q-btn-pad-x: {{ s.btn_pad_x }}px;
sections/basic-content-helper-grid-builder.liquid:474: padding: var(--q-btn-pad-y) var(--q-btn-pad-x);
sections/basic-content-helper-grid-builder.liquid:685: { ""type"": ""range"", ""id"": ""btn_pad_x"", ""min"": 10, ""max"": 28, ""step"": 1, ""default"": 18, ""label"": ""Button padding X (px)"" },"
CONF-147,basic-content-helper-grid-builder,btn_pad_y,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:82: --q-btn-pad-y: {{ s.btn_pad_y }}px;
sections/basic-content-helper-grid-builder.liquid:474: padding: var(--q-btn-pad-y) var(--q-btn-pad-x);
sections/basic-content-helper-grid-builder.liquid:684: { ""type"": ""range"", ""id"": ""btn_pad_y"", ""min"": 8, ""max"": 22, ""step"": 1, ""default"": 12, ""label"": ""Button padding Y (px)"" },"
CONF-148,basic-content-helper-grid-builder,btn_radius,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:81: --q-btn-radius: {{ s.btn_radius }}px;
sections/basic-content-helper-grid-builder.liquid:473: border-radius: var(--q-btn-radius);
sections/basic-content-helper-grid-builder.liquid:683: { ""type"": ""range"", ""id"": ""btn_radius"", ""min"": 0, ""max"": 28, ""step"": 2, ""default"": 14, ""label"": ""Button radius (px)"" },"
CONF-149,basic-content-helper-grid-builder,btn_shadow_strength,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:87: --q-btn-shadow-strength: {{ s.btn_shadow_strength }};
sections/basic-content-helper-grid-builder.liquid:88: --q-btn-shadow-strength-hover: {{ s.btn_shadow_strength_hover }};
sections/basic-content-helper-grid-builder.liquid:518: 0 1px 0 rgba(0,0,0, calc(0.10 * var(--q-btn-shadow-strength))),
sections/basic-content-helper-grid-builder.liquid:519: 0 10px 24px rgba(0,0,0, calc(0.06 * var(--q-btn-shadow-strength)));
sections/basic-content-helper-grid-builder.liquid:528: 0 1px 0 rgba(0,0,0, calc(0.12 * var(--q-btn-shadow-strength-hover))),
sections/basic-content-helper-grid-builder.liquid:529: 0 14px 34px rgba(0,0,0, calc(0.08 * var(--q-btn-shadow-strength-hover)));
sections/basic-content-helper-grid-builder.liquid:539: 0 1px 0 rgba(0,0,0, calc(0.05 * var(--q-btn-shadow-strength))),
sections/basic-content-helper-grid-builder.liquid:540: 0 10px 20px rgba(0,0,0, calc(0.03 * var(--q-btn-shadow-strength)));
sections/basic-content-helper-grid-builder.liquid:549: 0 1px 0 rgba(0,0,0, calc(0.07 * var(--q-btn-shadow-strength-hover))),
sections/basic-content-helper-grid-builder.liquid:550: 0 14px 30px rgba(0,0,0, calc(0.05 * var(--q-btn-shadow-strength-hover)));"
CONF-150,basic-content-helper-grid-builder,btn_sheen_opacity,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:93: --q-btn-sheen-opacity: {{ s.btn_sheen_opacity | divided_by: 100.0 }};
sections/basic-content-helper-grid-builder.liquid:565: opacity: var(--q-btn-sheen-opacity);
sections/basic-content-helper-grid-builder.liquid:694: { ""type"": ""range"", ""id"": ""btn_sheen_opacity"", ""min"": 0, ""max"": 30, ""step"": 1, ""default"": 14, ""label"": ""Sheen opacity (%)"" },"
CONF-151,basic-content-helper-grid-builder,btn_text_filled,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:96: --q-btn-text-filled: {{ s.btn_text_filled }};
sections/basic-content-helper-grid-builder.liquid:100: --q-btn-text-filled-hover: {{ s.btn_text_filled_hover }};
sections/basic-content-helper-grid-builder.liquid:514: color: var(--q-btn-text-filled);
sections/basic-content-helper-grid-builder.liquid:524: color: var(--q-btn-text-filled-hover);
sections/basic-content-helper-grid-builder.liquid:698: { ""type"": ""color"", ""id"": ""btn_text_filled"", ""default"": ""#ffffff"", ""label"": ""Filled text"" },
sections/basic-content-helper-grid-builder.liquid:701: { ""type"": ""color"", ""id"": ""btn_text_filled_hover"", ""default"": ""#ffffff"", ""label"": ""Filled text (hover)"" },"
CONF-152,basic-content-helper-grid-builder,btn_text_outline,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:104: --q-btn-text-outline: {{ s.btn_text_outline }};
sections/basic-content-helper-grid-builder.liquid:108: --q-btn-text-outline-hover: {{ s.btn_text_outline_hover }};
sections/basic-content-helper-grid-builder.liquid:535: color: var(--q-btn-text-outline);
sections/basic-content-helper-grid-builder.liquid:545: color: var(--q-btn-text-outline-hover);
sections/basic-content-helper-grid-builder.liquid:706: { ""type"": ""color"", ""id"": ""btn_text_outline"", ""default"": ""#111111"", ""label"": ""Outline text"" },
sections/basic-content-helper-grid-builder.liquid:709: { ""type"": ""color"", ""id"": ""btn_text_outline_hover"", ""default"": ""#ffffff"", ""label"": ""Outline text (hover)"" },"
CONF-153,basic-content-helper-grid-builder,divider_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Selectors scoped to the current Shopify section in 3D.,"sections/basic-content-helper-grid-builder.liquid:119: --q-divider-rgb: {{ s.divider_color.red }}, {{ s.divider_color.green }}, {{ s.divider_color.blue }};
sections/basic-content-helper-grid-builder.liquid:131: --q-divider-rgb: 0, 0, 0;
sections/basic-content-helper-grid-builder.liquid:422: background: rgba(var(--q-divider-rgb), calc(var(--q-divider-opacity) * 0.35));
sections/basic-content-helper-grid-builder.liquid:578: background: rgba(var(--q-divider-rgb), var(--q-divider-opacity));
sections/basic-content-helper-grid-builder.liquid:723: { ""type"": ""color"", ""id"": ""divider_color"", ""default"": ""#000000"", ""label"": ""Divider base color"" },"
