Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail
form-newsletter,grad_angle,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `anchor_id != blank and anchor_id != section.id`
form-newsletter,grad_end,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `anchor_id != blank and anchor_id != section.id`
form-newsletter,grad_start,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `anchor_id != blank and anchor_id != section.id`
form-newsletter,grad_start_opacity,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `anchor_id != blank and anchor_id != section.id`
form-newsletter,split_media_side,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-quote-full,gradient_from,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `eff_endpoint == blank and s.destination == 'custom_endpoint'`
form-quote-full,gradient_to,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `eff_endpoint == blank and s.destination == 'custom_endpoint'`
form-quote-full,overlay_color,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `eff_endpoint == blank and s.destination == 'custom_endpoint'`
form-quote-full,overlay_opacity,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `eff_endpoint == blank and s.destination == 'custom_endpoint'`
form-quote-full,split_media_side,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `anchor_id != blank`
form-search,grad_angle,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-search,grad_end,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-search,grad_start,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-search,grad_start_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-search,overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-search,overlay_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-search,split_media_side,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-support-request,grad_angle,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `anchor_id != blank and anchor_id != section.id`
form-support-request,grad_end,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.hide_on_mobile`
form-support-request,grad_start,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.hide_on_mobile`
form-support-request,grad_start_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.hide_on_desktop`
form-support-request,split_media_side,placement,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `anchor_id != blank and anchor_id != section.id`
form-waitlist,grad_angle,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-waitlist,grad_end,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-waitlist,grad_start,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-waitlist,grad_start_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-waitlist,overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-waitlist,overlay_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
form-waitlist,split_media_side,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.bg_image != blank`
grid-banner,text_tone,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.layout_mode == 'grid_only' or s.layout_mode == 'hero_plus_grid'`
header-five,category_gap,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
header-five,show_category_row,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `section.settings.show_recently_viewed and section.settings.recently_viewed_url !`
header-four,progress_threshold,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `section.settings.show_cart`
header-one,mobile_drawer_width,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
header-one,search_button_action,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
header-one,sticky_mode,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
hero-banner,background_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.background_image != blank`
hero-banner,grad_angle,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
hero-banner,grad_end,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
hero-banner,grad_start,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
hero-banner,grad_start_opacity,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
hero-banner,heading_alignment,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-3d-tour-media-showcase,poster_fit,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-3d-tour-media-showcase,viewer_aspect_ratio,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,card_click_behavior,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,color_accent,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,cta_fs,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,cta_fw,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,media_ratio,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,row_scroll_hint,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-cards,timeline_align,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `equal_height`
interactive-content-helper-cards,timeline_marker_style,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `show_header`
interactive-content-helper-cards,timeline_show_line,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `equal_height`
interactive-content-helper-carousel-media-logos,arrows_inset_px,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-media-logos,logo_max_height,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-media-logos,logo_min_width,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-media-logos,pause_on_focus,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-media-logos,pause_on_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-media-logos,slides_per_view_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-testimonials,show_avatar,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-carousel-testimonials,show_role_or_location,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,bar_height,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,current_step_index,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,current_value,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,max_value,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,on_invalid_datetime,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,show_connector_fill,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,show_inline_progress_bar,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,show_percentage,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,show_step_numbers,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,step_card_padding,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-countdown-and-progress,unit_min_width,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-location-info-panels,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-location-info-panels,show_tags,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `s.subtitle != blank`
interactive-content-helper-media-gallery,accordion_items_visible_desktop,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,accordion_min_width,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,c_accent,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,carousel_arrows,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `caption_hover`
interactive-content-helper-media-gallery,carousel_autoplay_seconds,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `caption_hover`
interactive-content-helper-media-gallery,carousel_dots,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `caption_hover`
interactive-content-helper-media-gallery,carousel_loop,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `caption_hover`
interactive-content-helper-media-gallery,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,desc_clamp_lines,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,slides_desktop,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,slides_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-media-gallery,title_clamp_lines,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-portfolio-grid,category_opacity,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-portfolio-grid,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-product-slider,limit,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `source_mode == 'manual'`
interactive-content-helper-product-slider,price_mode,placement,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `should_init and s.show_arrows`
interactive-content-helper-product-slider,scroll_gallery_limit,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `should_init and s.show_arrows`
interactive-content-helper-service-process-steps,button_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,button_border,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,button_text,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,connector_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,media_aspect,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,progress_fill_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,progress_height,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,progress_track_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-service-process-steps,show_progress_meta,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `enable_progress_bar and has_current and steps_count > 1`
interactive-content-helper-services-list-grid,border_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,card_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,columns_desktop,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,desc_font_size_px,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,list_image_max_h_px,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,max_width_percent,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,max_width_rem,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,max_width_vw,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,name_font_size_px,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,name_font_weight,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,price_font_size_px,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,price_font_weight,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,radius_px,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-services-list-grid,show_cta_per_service,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `s.use_custom_colors`
interactive-content-helper-services-list-grid,show_price_column,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `s.title != blank`
interactive-content-helper-services-list-grid,use_custom_colors,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-stats-strip,radius,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),--q-stats-radius is declared from this setting and read by no rule
interactive-content-helper-story-timeline,show_badges,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `show_labels and start_label != blank and is_single == false`
interactive-content-helper-story-timeline,show_horizontal_arrows,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `marker_style == 'image' and img != blank`
interactive-content-helper-tabs-accordion,radius,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-tabs-accordion,shadow_strength_x100,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-team-members-grid,card_shadow_strength,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-team-members-grid,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-team-members-grid,show_social_links,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-helper-toc-page-nav,indent_step,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
