Type,Component,File,Family,Dependencies,CSS Asset,JS Asset,Consumers,Schema Valid,Settings Reviewed,Preset Reviewed,Responsive Reviewed,Accessibility Reviewed,Multi-Instance Reviewed,Theme Editor Reviewed,Theme Check Reviewed,Final Disposition,Changes,Live Verification Needed,Notes
snippets,q-social-profile-icon,snippets/q-social-profile-icon.liquid,7 Social / Third Party / Utilities,snippets/icon-social.liquid,,,sections/social-media-profile-card.liquid,N/A,SOURCE/ACTUAL 222 combined host/helper/preset/settings/native-link/manual-state cases PASS,ACTUAL neutral insertion fixtures; existing merchant state unchanged,"SOURCE bounded cards, native scroll, column/wrap controls, long text/RTL logical alignment; pixels pending","SOURCE/DOM native links/list semantics, full names, decorative icons, manual metric reading, focus/reduced motion PASS; AT pending",ACTUAL independent roots and every stylesheet selector scoped per instance PASS,SOURCE/DOM empty/disabled/feed guidance and native block selection PASS; real editor pending,"Unmodified CLI 4.8.0 exits 1: 499 diagnostics (5 errors/494 warnings); 10 scoped-CSS warnings resolved, no suppressions. Native Liquid parsing PASS. B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,Actual profile consumer traced; reuse previously reviewed icon-social glyph dependency; decorative unfocusable SVG with real adjacent link names; Bluesky decorative initial replaces unrelated map-pin glyph; native wrapper sizing.,"B7-SOCIAL-LINKS-PROOF after Batch 9: actual saved manual profiles/posts/count claims and provider destinations/share dialogs/email client; responsive 1440/1280/768/390/320px, long labels/zoom/RTL/no-JS/theme/custom contrast/keyboard/AT and actual editor insertion/reorder/unload/reload.",tests/phase4/social-links-proof.cjs; validation/batch7-social-links-proof. Native manual content/navigation only; external provider authentication/publication and live data are not implemented or certified. Explicit Liquid/image/CSS/DOM adapters. Shared icon-social remains previously reviewed; consumer edge accounted for without reopening unrelated dependencies. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9.
snippets,q-spacing,snippets/q-spacing.liquid,9 Snippet / Asset Closure,,,,,N/A,SOURCE REVIEWED; inputs/settings/consumer contracts individually documented in B9-C,N/A — no own schema; active settings default/min/max and consumer expressions rendered,DORMANT — actual consumer absence and preactivation constraints recorded,SOURCE REVIEWED; token/label/motion/ID constraints individually recorded; no native AT certification,DORMANT — trusted numeric inputs or unique-ID preactivation contract recorded,DORMANT — no active lifecycle; no controller invented,Strict native parser PASS; existing unsuppressed baseline retained; final full comparison required,RETAINED — DORMANT SOURCE REVIEWED,No source change; retained trusted-numeric dormant helper with zero-preserving render fixture.,No separate live test while dormant; owner review and source/contract repair before any activation.,B9-C: docs/phase4/validation/batch9-c-shared-helpers/. All direct/transitive consumers and build/dynamic references recorded; no automatic deletions. Liquid/CSS/color adapters are not live certification. B9-FINAL: formally dispositioned for engineering; retained/live/owner-review limitations unchanged. Closure evidence: validation/batch9-engineering-closure/.
snippets,qtm-block-bundle-item,snippets/qtm-block-bundle-item.liquid,8 Theme Blocks,snippets/qtm-product-block-variant.liquid,,,blocks/product-bundle-builder.liquid;blocks/product-frequently-bought-together.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all controls/presets/endpoints, cards/inline/grid/compact and mobile/desktop column/image/padding rules, bounded nested widths/labels/prices and native media PASS; real 320/390/768/1280/1440px/zoom/RTL pixels queued","SOURCE/DOM named native product links, actual variant/plan/quantity labels, disabled unavailable payloads, progressive selection, native submit/status and reduced motion PASS; browser keyboard/AT/focus/editor queued","Actual two product-host/form/commerce/controller compositions, native plan/quantity/variant/restoration, unrelated and ambiguous events, independent optional selection, duplicate initialization and cart submit suppression PASS",Native wrapper owns editor metadata; empty/selectable guidance and visibility/motion bypass; late insertion/reorder/removal/load/unload/reload and listener cleanup PASS. Pending shared cart mutations finish authoritatively but detached form results cannot update storefront UI; native editor queued,Unsuppressed CLI 4.8.0 evidence/comparison in batch8-product-bundles; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed the two fixed callers and all indirect settings. One native availability/quantity/allocation calculation serves line totals, compare totals, eligibility and card output. Returns zero for ineligible submitted lines without fabricating product data. Scoped data records reuse the reviewed native variant helper; safe lazy images/alt/URLs, named fallback links, minimum quantity and actual selected plan names are visible. Native indexed id/quantity/selling_plan fields are disabled when ineligible; optional selection is initially hidden. Duplicate item markup and repeated native commercial calculation are centralized.","B8-PRODUCT-BUNDLES live queue after engineering batches: actual locale-aware native multi-item form and AJAX cart transactions, inventory/quantity-rule rejection and selling-plan eligibility/prices/names, native current variant outside enumeration and browser restoration; real automatic/app discounts versus advertised offer text, market/presentment money formats and cart totals; no-JS/keyboard/AT/focus/RTL/zoom/responsive layouts and native Theme Editor lifecycle. Companion subscription/options choices remain on their native product pages unless an actual selected allocation exists. No live Shopify QA performed; all prior queues carry forward.",Individual source/schema/default/preset/consumer review in batch8-product-bundles. Existing saved IDs and commercial/native contracts preserved. LiquidJS/JSDOM/native-data and cart response fixtures do not certify actual Shopify transactions or browser/editor pixels. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-block-collection-card,snippets/qtm-block-collection-card.liquid,8 Theme Blocks,,,,blocks/content-collection-cards.liquid;blocks/content-collection-carousel.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM every layout/control endpoint, bounded widths/padding, missing-image tracks, in-flow long carousel captions, narrow container composition and independent mobile/tablet/desktop ranges PASS; real 320–1440px/RTL/zoom/contrast pixels queued","SOURCE/DOM native linked collection cards/no-JS scroll region, nonempty action names, escaped text/URLs, native alt, focus indicators, measured page controls/RTL/Home/End, nested-key ownership and persistent rotation pause with reduced motion PASS; real keyboard/AT queued",Raw native block IDs preserve case/underscore with one editor wrapper; two actual carousel roots have independent measured navigation/pause/observer state; duplicate asset execution and reorder mount once PASS,"Editor visibility/motion bypass and meaningful missing-source guidance PASS; design mode never autoplays, mutation insert/remove/reorder and section unload/load dispose/reinitialize actual shared controller PASS; native Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-collection-discovery; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed both actual callers and all card inputs/settings. Native collection source supplies title, URL, image/featured-image fallback, count and stripped description; configured fallback copy is used only when the caller exposes it. One complete link contains plain-text spans without nested actions, lazy responsive native images with alt fallback, guarded configured button text and explicit image-free class. Fixed caller prefix scopes styles; helper owns no editor wrapper or global state. Both collection list and featured-single consumers pass actual render fixtures.","B8-COLLECTION-DISCOVERY live queue after engineering batches: actual native collection/product image and price rendering, 320–1440px/zoom/RTL/nested-builder layout and image/caption contrast, real scroll-snap and measured pagination/keyboard/AT, autoplay pause/visibility/reduced motion, native Theme Editor insertion/reorder/removal. DOM geometry/timer/native-drop adapters are not acceptance. No live Shopify QA; earlier queues carry forward.","Individual source/schema/default/preset/consumer review recorded in batch8-collection-discovery. Every prior ID/type/option and merchant settings_data preserved; six needed text/color controls added. Existing carousel engine revalidated contextually, preserving original ownership. LiquidJS/JSDOM/native-image/geometry/timer adapters are not live Shopify/browser acceptance. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure."
snippets,qtm-block-comparison-value,snippets/qtm-block-comparison-value.liquid,8 Theme Blocks,,,,blocks/content-comparison-matrix.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM every layout/count/column/control endpoint, bounded card padding/flex/media, actual comparison column widths, wrapping mobile definitions and independent tablet visibility PASS; real 320/390/768/1280/1440px/zoom/RTL pixels queued","SOURCE/DOM named native links/focus, alt fallback, row/column scopes/caption/scroll region and decorative comparison symbols paired with readable translated labels PASS; real keyboard/AT/contrast queued","Actual independently rendered block IDs, native one-wrapper ownership, inline scoped styles and no per-instance script/listener state PASS","One native owner of editor metadata; meaningful empty setup notes, hidden storefront empties and design-mode visibility/motion bypass PASS; no controller lifecycle required for these static native blocks; actual Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-content-cards; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed both desktop/mobile matrix callers and all label consumers. Replaces duplicated case/value/note markup with one native-safe path. Yes/no/partial symbols are decorative, paired with real visually hidden configurable text; generic spans are no longer incorrectly aria-labeled. Literal selected values and merchant notes are escaped; safe class escaping, fallback labels and native no-JS behavior retained.","B8-CONTENT-CARDS live queue after engineering batches: real card image rendition/alt/overlay stacking and configured colors; native narrow builder grids/flex, zoom/RTL and 320–1440px layouts; comparison table/definition-list semantics and keyboard/AT/contrast; actual Theme Editor insert/select/reorder. Merchant prices, comparisons and guarantee terms remain manual authored claims and do not change Shopify policies/cart prices. No live Shopify QA; prior queues carry forward.",Individual source/schema/default/preset/consumer review in batch8-content-cards. All prior IDs/options and merchant settings_data preserved. Actual preset counts are one each for Feature Cards/Content Cards/Promo Card and three each for comparisons/guarantees. LiquidJS/JSDOM/native image adapters do not certify native Shopify/browser pixels. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-block-deadline,snippets/qtm-block-deadline.liquid,8 Theme Blocks,,,,blocks/product-countdown.liquid;blocks/product-progress-bar.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all select/checkbox/range endpoints, shrinking timer columns/banner layout, bounded buttons/inputs/message content and icon-free grid, responsive visibility PASS; actual 320/390/768/1280/1440px pixels/RTL/zoom queued","SOURCE/DOM named native progress/time, timer aria-live off, real native links/manual copy field, capability-gated buttons, fallback labels/group/status/focus, finite pulse and reduced motion PASS; actual screen reader/native clipboard/share UI queued","Actual two-instance clocks/share roots and independent messages, exact expiry/visibility pause, no duplicated singleton work, scoped unload/reload/removal/reorder/late insertion and pending async disposal PASS","Native outer wrapper owns metadata; design visibility/motion bypass and honest empty configuration guidance, inserted/removed/reloaded/reordered roots and cleared timers/listeners PASS; native Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-product-utilities; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed both real deadline callers. Shared strict Gregorian calendar/time and signed offset validator accepts HH:MM/HH:MM:SS, rejects overflows/non-numeric/malformed dates/offsets, honors leap centuries and emits only an actual numeric native Liquid epoch. No invented date, silent rollover or browser timezone inference. Shopify native fixed-offset parsing remains live queued.","B8-PRODUCT-UTILITIES live queue after engineering batches: native Liquid epoch parsing/caching and configured fixed UTC offsets versus daylight-saving intent; native progress/timer/no-JS/AT and responsive long content, true Web Share/clipboard permissions/provider/email behavior; merchant-supplied messages must reflect actual configured claims and have no connected live feed; Theme Editor insertion/select/reorder/load/unload and actual focus/motion. All prior queues carry forward. No live Shopify QA.",Individual source/schema/default/preset/consumer review in batch8-product-utilities. 341 actual render/control/state combinations plus meaningful runtime fixtures. LiquidJS/JSDOM/native date and clipboard/share adapters do not certify Shopify/browser behavior. All previous setting IDs and protected sections/merchant state remain. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-block-featured-product-gallery,snippets/qtm-block-featured-product-gallery.liquid,8 Theme Blocks,snippets/qtm-block-product-media.liquid,,,blocks/content-featured-product.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM every layout/media/width/spacing control and range endpoints, bounded padding and nested columns, native responsive image/video/model and missing-media column PASS; actual 320–1440px/RTL/zoom/player geometry queued","SOURCE/DOM unique native IDs and one editor wrapper, complete native form/media/control labels, native no-JS variant/selling-plan/quantity/media fallback, focus and player pause/disposal PASS; browser keyboard/AT/native errors queued","Two same-product manual roots stay independent from each other and actual product builder SKU/gallery/bundle; explicit Current product shares builder canonically. Foreign/document events ignored; duplicate scripts, reorder/removal and exact one-POST payload PASS","Missing source guidance and visibility/motion bypass PASS; shared singleton section load/unload, mutation insertion/reorder/removal and dynamic media disposal PASS; native Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-featured-product; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Traced actual Featured Product caller and all source/settings/media consumers. Initial selected native media is included first even outside product enumeration or configured limit; gallery-off keeps a single initial item. Existing native media renderer retains image/video/external/model fallback. Inert templates contain only actual variant-associated media outside initial navigation, mounted by the shared controller when selected. Native IDs preserve raw case/underscores and distinct forms, complete media/control labels and aria-controls targets. Progressive no-JS items stay readable; navigation appears only after enhancement. Full dependent default/preset/control/data-state and lifecycle fixtures pass.","B8-FEATURED-PRODUCT live queue after engineering batches: actual native product forms/variant enumeration/selling plans/quantity rules/presentment prices/cart drawer and server errors, product-builder sharing, Shopify media/model players, 320–1440px/RTL/zoom/nested layouts, real keyboard/AT and Theme Editor lifecycle. LiquidJS/DOM/native-filter/player adapters are not acceptance. No live Shopify QA; prior queues carry forward.",Individual schema/default/preset/source/consumer review in batch8-featured-product. All original IDs/types/options and saved merchant settings preserved; four needed translated labels added. Native form/filter/player and JSDOM adapters are not live Shopify/browser acceptance. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-block-location-info,snippets/qtm-block-location-info.liquid,8 Theme Blocks,,,,blocks/content-location-info.liquid;blocks/custom-custom-form.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all layouts/options/range endpoints, bounded card padding and native payment grid/icon tracks, long labels and container-aware nested form grids PASS; real 320–1440px/zoom/RTL pixels queued","SOURCE/DOM native field labels/required/consent, visible native errors with matched descriptions, safe values, real unique search listbox/status/keyboard controls, payment labels and named social links PASS; native keyboard/AT/contrast queued","Independent raw native IDs and one editor metadata owner per block PASS; real predictive controller two hosts, stale-request abort, duplicate initialization and matching panel/option IDs PASS","SOURCE/DOM design-mode visibility/motion, meaningful empty setup guidance, inserted/removed/reordered search hosts and section unload/reload lifecycle PASS; actual Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-native-forms-information; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed both location-block and legacy-alias callers. Extracts the complete already hardened location markup and scoped styles without behavioral changes; all 58 setting consumers, real image fallback, safe contact links/text, meaningful actions, independent device/editor/reduced-motion rules and native default wrapper ownership are shared. Actual caller DOM/style equivalence is checked.","B8-NATIVE-FORMS live queue after engineering batches: real contact/customer POST, captcha/server errors/return values and newsletter consent/tag handling; native search source/display/filter behavior and keyboard/AT; native payment SVGs and actual device/location/checkout eligibility; real narrow-container form/card layouts and Theme Editor lifecycle. Legacy custom-custom-form remains location information. No live Shopify QA; prior queues carry forward.","Individual source/schema/default/preset/consumer review in batch8-native-forms-information. All prior IDs/options and merchant settings_data preserved. Custom-custom-form is a retained historical location alias, not an implemented custom form. LiquidJS/JSDOM/native-form/payment/provider adapters do not certify real Shopify endpoints or browser pixels. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure."
snippets,qtm-block-metafield,snippets/qtm-block-metafield.liquid,8 Theme Blocks,,,,blocks/product-accordion.liquid;blocks/product-size-chart.liquid;blocks/product-tabs.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all select/checkbox/range endpoints, bounded panel/nav/table/media widths, long-content wrapping, mobile vertical-to-horizontal orientation and media ordering PASS; actual pixels/scroll/zoom queued","SOURCE/DOM native details and dialog markup, progressive visible content, tab roles/roving focus/arrows/Home/End/RTL/hash, named media/links/table regions, focus restoration and reduced motion PASS; native browser inert/focus trapping/AT queued","Actual two-instance tab/disclosure/dialog fixtures, isolated selection, media retirement/restoration, singleton duplicate execution and independent native IDs PASS","Native outer wrapper owns editor metadata; visibility/motion bypass and actual empty guidance, late insertion, load/unload/reload/reorder/select with controller disposal PASS; native Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-panels; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed actual product accordion/tab/chart callers. Native typed formatter preserves rich text via metafield_tag; escaped scalar/false/zero/text/JSON, explicit list values and named references, actual file/image/video branches with native output and controls. No raw object stringification for native file media and no synthetic merchant content. Native platform formatting/media output remains queued.","B8-PANELS live queue after engineering batches: native Theme Editor insert/select/reorder/load/unload; browser details grouping, dialog top layer/inert/focus trapping/AT and scroll; actual YouTube/Vimeo/video playback and retirement; native metafield image/video/rich formatting, chart/table 320/390/768/1280/1440px, no-JS/RTL/zoom/reduced motion. All prior queues remain; no live Shopify QA performed.","Individual source/schema/default/preset/consumer review in batch8-panels; 468 actual render/control/state combinations plus interaction fixtures. LiquidJS/JSDOM and explicit native filter/dialog adapters are not live Shopify/browser certification. Saved setting IDs retained, all 150 sections and settings_data untouched. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure."
snippets,qtm-block-product-card,snippets/qtm-block-product-card.liquid,8 Theme Blocks,,,,blocks/content-product-carousel.liquid;blocks/content-product-grid.liquid;blocks/content-product-recommendations.liquid;blocks/product-complimentary-products.liquid;blocks/product-cross-sell-products.liquid;blocks/product-related-products.liquid;snippets/qtm-block-recently-viewed.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all control endpoints, native grid/cards/minimal/compact/split/carousel modes, three breakpoint controls, bounded labels and actual configured-gap/RTL geometry arithmetic PASS; native pixels/zoom/scroll-snap remain queued","SOURCE/DOM useful no-JS links/native scroll, named regions/controls/targets, blank-label suppression, viewport-only keyboard handling, focus-preserving replacement and reduced motion PASS; native browser/AT/zoom/focus queued","Two-carousel RTL/native geometry and two actual product-form/metadata/commerce host compositions, exact fetched root/product, independent variant deltas, duplicate execution and dynamic insertion/removal/reorder PASS","Native wrapper owns editor metadata; honest selectable empty state and visibility/motion bypass; load/unload/reload, aborted/stale requests and observer/listener/RAF cleanup PASS; actual native editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-product-merchandising; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed all three fixed native block callers and indirect schema consumers. Shared native selected-variant card output preserves caller class/settings contracts: escaped locale/recommendation tracking URLs, native money and actual compare-at sale state, named links, lazy responsive images with native alt, optional nonblank vendor/badge/button and missing-variant price suppression. No synthetic commercial data or duplicate purchase mechanism. B8 discovery supplies explicit product-price scope, optional missing-media omission and fixed slide classes; original merchandising callers retain their default selected-variant policy and markup. Native zero/minimum/range price, compare/badge matching, responsive native image/alt, no-image badge and safe link/title/button behavior covered in all new consumers; all original merchandising assertions pass. Optional final image-alt fallback parameter restores the legacy recently-viewed setting after native image alt/title; prior native card callers retain their behavior. Both recent aliases use explicit product-price range and missing-media policy. Full product discovery/merchandising regressions pass.","B8-PRODUCT-MERCHANDISING live queue after engineering batches: native complementary Search & Discovery/section/block/market context, locale tracking URLs, cap-10/manual/empty fallback; native variant/money/compare/image drops; browser no-JS/RTL scroll-snap, 320/390/768/1280/1440px grid/compact/split/long copy, keyboard/AT/reduced-motion/zoom; native editor insertion/select/reorder/load/unload and multiple product hosts/restoration. Upsell difference compares base unit prices before selling plans, quantity and cart discounts. All prior queues carry forward; no live Shopify QA performed.",Individual source/schema/default/preset/consumer review in batch8-product-merchandising. LiquidJS/JSDOM/native-filter/provider-response/geometry adapters are not Shopify/browser certification. All saved setting IDs and protected hosts/state preserved. Revalidation: batch8-product-discovery. Revalidation: batch8-recently-viewed. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-block-product-media,snippets/qtm-block-product-media.liquid,8 Theme Blocks,,,,blocks/product-gallery.liquid;snippets/qtm-block-featured-product-gallery.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all mode/select/checkbox/range endpoints, native scroll/snap and shrinking grid/slider cells, left/right/bottom/mobile thumbnail layout rules, masonry model/video frames, bounded long labels and dimensions PASS; declared horizontal geometry adapter tests scroll arithmetic only, actual pixels/scroll/snap/RTL/zoom queued","SOURCE/DOM native no-JS media/navigation fallbacks, named region/groups/controls/targets and decorative thumbnails, roving active media/inert state, focus before pane hiding, keyboard/RTL, manual-only status announcements, pause/resume and motion handling PASS; browser inert/native media/AT/focus/scroll behavior queued","Actual two-gallery compositions for all four modes and native product form/controller integration, selected/out-of-list records, different/ambiguous product events, independent media/timers, duplicate execution, dynamic insertion/removal/reorder PASS","Native outer wrapper owns metadata; empty/selectable guidance and visibility/motion bypass, selection stops autoplay, load/unload/reload/reorder and observer/timer/listener/media disposal PASS; native Theme Editor and actual model/provider initialization queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-product-gallery; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Individually reviewed actual media caller and all four native types. Native responsive image dimensions/loading/alt, controlled non-autoplay Shopify video with merchant mute, native model-viewer with preview/source fallback, and named YouTube/Vimeo links plus inert native iframe templates. External media activates only after a user request; actual native IDs are URL encoded, no provider success is simulated. Selected image gets eager loading; other images/previews are lazy. Model runtime remains Shopify-native with a usable file/preview fallback when undefined. Unchanged source; actual Featured Product native image/video/external/model callers, alt/labels and fallback links exercised including deferred dynamic panel activation and player cleanup.","B8-PRODUCT-GALLERY live queue after engineering batches: actual native Shopify image/video/model filters and model-viewer runtime/preview fallback; YouTube/Vimeo activation/player retirement, native controls/audio/model interaction; browser scroll-snap/RTL/inert/focus and selected variant media, 320/390/768/1280/1440px thumbnail/order/masonry sizing and long labels, no-JS/AT/zoom/reduced motion; native Theme Editor insertion/select/reorder/load/unload and multi-product instances. All prior queues carry forward; no live Shopify QA performed.",Individual source/schema/default/preset/consumer review in batch8-product-gallery; 80 render/control/selected/empty/media combinations plus complete interaction/composition fixtures. LiquidJS/JSDOM/explicit media filters and horizontal geometry adapters are not Shopify/browser certification. Existing IDs/presets/media types and all protected hosts/settings_data preserved. Revalidation: batch8-featured-product. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-block-recently-viewed,snippets/qtm-block-recently-viewed.liquid,8 Theme Blocks,snippets/qtm-block-product-card.liquid,,,blocks/content-collection-grid.liquid;blocks/content-recently-viewed-products.liquid,N/A,SOURCE all caller/data/config consumers traced and tested,Actual dependent block defaults/presets/data-state fixtures PASS; no independent schema,"SOURCE/DOM all layouts/columns/widths/range endpoints, native images, bounded nested padding and container columns, controlled native carousel overflow PASS; actual 320–1440px/RTL/zoom pixels queued","SOURCE/DOM complete escaped native links/image alt, guarded labels and correct aria-controls, truthful inert/no-JS/empty states, focus-preserving replacement, reduced-motion and nested-key scroll ownership PASS; real keyboard/AT queued","Separate actual aliases and custom storage keys, case/underscore IDs, one native editor wrapper, exact response root/section/handle/product ownership and independent LTR/RTL controls PASS","Editor guidance and visibility/motion bypass without shopper-history reads/writes/fetches PASS; singleton duplicate execution, section unload/load and mutation insertion/reorder/removal with request abort PASS; actual Theme Editor queued",Unsuppressed CLI 4.8.0 evidence/comparison in batch8-recently-viewed; no scanner suppression; group errors checked explicitly,REQUIRES LIVE VERIFICATION,"Actual two alias callers and all 58 settings traced, including nested native card helper consumers. Produces one raw-ID owner with locale root/section/native product context, inert server-native card template, guarded native header/empty/editor content and progressively enhanced scroll controls. Reuses existing native card styling/control contracts; no duplicate snapshot renderer or product-price formatter. Bounds widths/padding/nested columns, preserves native alt and meaningful links, bypasses editor hiding/entry motion. No storefront sample product/recommendation or stale-price fallback.","B8-RECENTLY-VIEWED live queue after engineering batches: actual Shopify section rendering for each owning builder/template and product context (missing/mismatched owner responses intentionally stay empty), current localized prices/images/product availability, real browser history/storage restrictions, 320–1440px/RTL/zoom/nested layouts, actual scroll/focus/keyboard/AT and Theme Editor lifecycle. Native-filter/response/DOM/geometry adapters are not acceptance. No live Shopify QA; prior queues carry forward.",Individual schema/default/preset/source/consumer review in batch8-recently-viewed. Historical collection-grid alias behavior preserved; all original saved setting IDs/types/options retained. Native section/filter/response and DOM/geometry adapters are not live acceptance. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure.
snippets,qtm-content-block-wrapper-end,snippets/qtm-content-block-wrapper-end.liquid,8 Theme Blocks,,,,,N/A,N/A — no settings or active consumers; source reviewed,N/A — no schema/presets; complete active-wrapper presets validated,N/A — no output,N/A — no output,N/A — no output,N/A — no output,"CLI 4.8.0 exits 1: 500 findings (3 errors/497 warnings), two paired-wrapper errors repaired; zero errors in this 16-entry group; unsuppressed evidence batch8-primitives",RETAINED — DORMANT SOURCE REVIEWED,Retained comment-only legacy path after the paired fragment defect was repaired in the complete wrapper. No active render consumers; no component file or merchant feature deleted.,None for this comment-only dormant path; removal is not authorized.,"Individual source/full-schema/preset/consumer review in validation/batch8-primitives; 899 actual default/preset/control renders plus targeted regressions. Shopify wrapper/image fixtures and CSS/DOM/observer adapters are not live certification. No Batch 9, brand-preset or host approval inferred. B8-FINAL: formally closed for engineering; individual disposition and live queue retained. Final full-suite/native-parse/hash/protected-state evidence: validation/batch8-engineering-closure."
